Name,Age,Gender,Location,Education Level,Occupation,Hobbies,Religious Beliefs,Preferred Age Range,Preferred Gender,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Openness to Experience,Smoking Habits,Drinking Habits,Dietary Preferences,Fitness Level,Date of Birth,Zodiac Sign,Past Relationship Experience,Number of Relationships,Important Qualities,Deal Breakers,Relationship Goals,Salary
William,60,F,Maddoxberg,Masters,"Designer, multimedia",produce,Muslim,29-38,F,3,5,4,1,3,Yes,Yes,Vegetarian,10,11/08/1988,Leo,No,0,Intelligence;Honesty;Humor,Smoking,Marriage,149176
Brandi,56,F,Lake Tracey,High School,Medical illustrator,audience,Buddhist,25-39,M,5,5,8,5,10,Yes,Yes,Other,7,14/05/1980,Taurus,No,0,Humor;Kindness,Disloyalty;Smoking,Casual,161278
Cody,45,M,Tiffanystad,Masters,Mental health nurse,training;middle;instead,Buddhist,20-37,F,5,10,6,9,7,No,Yes,Vegetarian,2,11/11/2004,Scorpio,No,0,Honesty;Support;Humor,Disloyalty,Casual,152409
Heather,27,F,South Tracyside,PhD,"Programmer, multimedia",opportunity,Hindu,28-44,M,3,1,2,7,6,No,No,Vegetarian,5,25/09/1984,Libra,No,0,Support;Honesty,Smoking;Disloyalty,Marriage,53419
John,36,M,New Christina,Bachelors,"Therapist, occupational",suddenly;police,Buddhist,21-33,F,10,10,6,6,2,Yes,No,Vegan,3,23/11/1980,Sagittarius,No,0,Humor;Support;Humor,Negativity,Casual,80015
James,24,M,Joycebury,Masters,Occupational hygienist,begin;who;hundred,Hindu,29-37,M,6,4,9,7,4,No,Yes,Vegan,5,06/07/1980,Cancer,Yes,5,Humor;Compatibility;Compatibility,Disloyalty;Smoking,Casual,152096
Daniel,35,F,Port Troychester,PhD,Dentist,top;American;born,Muslim,24-37,F,5,9,2,2,9,No,Yes,Other,3,03/09/1965,Virgo,Yes,4,Compatibility;Compatibility,Smoking;Disloyalty,Marriage,137059
Robert,23,F,Farleyville,High School,Records manager,may;drop,Jewish,25-46,M,6,3,4,2,5,No,No,Non-Vegetarian,1,16/10/1994,Libra,No,0,Intelligence,Negativity;Negativity,Marriage,140687
Kevin,33,M,East Ashley,High School,"Teacher, secondary school",chair,Hindu,26-32,F,9,2,2,2,3,Yes,No,Non-Vegetarian,2,11/01/2001,Capricorn,Yes,0,Compatibility,Negativity,Marriage,117939
Alicia,37,F,Rodriguezville,High School,Applications developer,computer;response,Atheist,23-34,F,8,2,6,8,1,No,Yes,Vegan,4,04/10/1971,Libra,Yes,4,Kindness,Negativity;Smoking,Marriage,179213
Jason,30,F,North Benjamin,Masters,"Nurse, children's",draw;institution,Christian,21-37,F,5,7,7,10,10,Yes,Yes,Non-Vegetarian,3,20/07/1995,Cancer,Yes,3,Humor,Disloyalty;Disloyalty,Marriage,135878
Chase,45,F,New Kevinborough,PhD,Print production planner,mouth,Muslim,24-45,M,4,5,1,7,10,No,No,Vegetarian,1,13/05/1979,Taurus,No,0,Support;Intelligence;Humor,Smoking,Casual,194899
Stephanie,44,F,Schwartzfurt,Bachelors,Retail buyer,gun;job,Atheist,26-50,M,6,5,3,1,5,Yes,No,Other,5,17/07/1960,Cancer,No,0,Support;Compatibility,Negativity,Marriage,92623
Michael,48,M,Hamiltonside,Masters,"Therapist, music",according,Jewish,21-50,M,9,4,8,10,2,No,Yes,Vegetarian,9,10/05/1982,Taurus,No,0,Intelligence,Disloyalty;Disloyalty,Casual,105450
Ashley,46,M,Vasquezview,Masters,Management consultant,choice;size,Buddhist,24-43,F,8,7,9,4,9,Yes,No,Non-Vegetarian,5,30/08/1997,Virgo,No,0,Compatibility;Humor;Honesty,Negativity,Marriage,123426
Kyle,18,F,Port Tracyfort,Bachelors,Interior and spatial designer,any;concern;across,Hindu,21-36,F,10,4,7,3,2,No,Yes,Vegetarian,7,10/12/1962,Sagittarius,No,0,Humor;Compatibility;Intelligence,Smoking;Smoking,Casual,147845
Gregory,40,M,Potterstad,Masters,Exercise physiologist,just;white,Other,21-43,F,9,9,3,10,1,No,Yes,Vegetarian,3,05/07/1972,Cancer,No,0,Honesty,Smoking,Marriage,183371
Cameron,18,F,Victortown,High School,Television camera operator,decision;visit;job,Other,30-43,F,7,2,4,10,2,No,No,Vegan,2,08/08/1999,Leo,Yes,2,Compatibility;Support;Kindness,Smoking,Marriage,73585
Daniel,43,M,New Juan,Masters,Management consultant,civil,Muslim,23-32,M,4,7,10,7,7,No,No,Vegetarian,7,13/01/1966,Capricorn,No,0,Intelligence;Support,Smoking;Disloyalty,Long-term,139225
Jenna,37,F,Port Shannonmouth,PhD,"Lighting technician, broadcasting/film/video",particular;sense,Christian,28-37,F,3,6,6,3,5,No,No,Vegan,9,29/07/1977,Leo,Yes,2,Honesty,Smoking,Casual,94044
Susan,43,M,East Donald,High School,Ergonomist,present;go,Other,22-44,F,4,8,3,10,3,No,No,Non-Vegetarian,2,25/03/1993,Aries,No,0,Support;Intelligence;Compatibility,Smoking;Disloyalty,Casual,139556
Jack,39,F,South Brandonton,PhD,"Psychologist, clinical",arrive;world;avoid,Christian,24-42,F,1,8,4,7,1,No,No,Other,7,11/07/2005,Cancer,Yes,4,Compatibility;Intelligence,Smoking,Marriage,32693
Ryan,42,M,North Scott,High School,Cabin crew,language;my,Other,27-35,F,6,2,8,3,4,Yes,No,Vegetarian,1,16/09/1986,Virgo,No,0,Compatibility;Support;Compatibility,Disloyalty,Casual,125259
Lisa,31,M,Frenchborough,PhD,"Therapist, art",president;member,Muslim,29-45,F,3,6,7,5,3,Yes,No,Vegan,10,05/08/1990,Leo,No,0,Intelligence;Kindness;Compatibility,Disloyalty,Marriage,55939
Scott,41,F,Jamieborough,Bachelors,"Engineer, materials",state,Other,29-37,M,10,1,6,1,2,No,No,Vegan,6,23/10/1975,Scorpio,No,0,Support;Humor;Humor,Negativity,Long-term,182906
Cody,29,F,Lake Thomasshire,Masters,Control and instrumentation engineer,none;after,Buddhist,30-34,M,7,6,8,9,1,Yes,Yes,Vegetarian,10,29/06/1981,Cancer,Yes,0,Honesty,Disloyalty;Smoking,Long-term,48047
Brad,52,M,Bradleymouth,Masters,Plant breeder/geneticist,tough;majority,Atheist,21-46,F,4,10,1,3,9,Yes,Yes,Vegan,8,18/04/1966,Aries,Yes,2,Honesty,Negativity;Disloyalty,Casual,56105
Gregory,49,M,Villarrealhaven,Masters,Horticultural therapist,blue,Jewish,23-38,F,6,10,10,8,4,Yes,Yes,Non-Vegetarian,4,25/08/1962,Virgo,Yes,0,Humor;Kindness;Intelligence,Negativity,Long-term,105766
Rachel,20,M,Jameschester,PhD,Structural engineer,there;often;air,Atheist,22-38,F,4,10,1,4,3,Yes,No,Other,2,04/02/1991,Aquarius,No,0,Kindness;Humor,Negativity,Long-term,176779
Rachel,44,M,Wendyshire,High School,Herpetologist,letter,Hindu,23-41,M,8,4,3,5,8,No,Yes,Vegetarian,1,13/08/1982,Leo,Yes,5,Compatibility,Negativity,Marriage,183048
Ashley,20,M,Onealmouth,Bachelors,Holiday representative,land,Hindu,29-45,F,8,4,2,4,5,No,Yes,Vegan,1,18/02/1985,Aquarius,No,0,Humor;Honesty;Humor,Disloyalty;Negativity,Casual,74262
Todd,23,F,East Jonathon,High School,Maintenance engineer,wall;work,Hindu,26-40,F,2,3,1,8,7,Yes,Yes,Vegan,2,02/04/1983,Aries,No,0,Compatibility,Smoking;Smoking,Casual,155117
Sarah,60,M,Port Teresaview,PhD,Community pharmacist,week;game;anything,Hindu,26-39,F,7,4,7,10,3,No,No,Non-Vegetarian,7,22/05/1997,Gemini,Yes,3,Compatibility;Humor;Intelligence,Negativity;Disloyalty,Long-term,53776
Brian,21,F,Oconnorport,Bachelors,Editorial assistant,chair;condition;its,Buddhist,28-40,F,6,4,9,4,7,Yes,Yes,Non-Vegetarian,9,31/03/1962,Aries,No,0,Intelligence,Disloyalty,Casual,191152
Breanna,44,F,Lake Reginaport,Masters,Geographical information systems officer,operation;consumer,Buddhist,30-37,F,10,6,4,2,10,No,No,Vegan,4,25/05/1990,Gemini,No,0,Support;Support;Support,Negativity;Negativity,Casual,158376
Eric,49,M,Heatherstad,Bachelors,Armed forces operational officer,affect,Jewish,28-38,M,9,9,5,5,2,Yes,No,Vegan,4,03/06/1991,Gemini,No,0,Honesty;Honesty;Intelligence,Smoking;Negativity,Casual,167848
Whitney,31,M,Teresastad,High School,Fine artist,service,Hindu,24-38,M,3,10,4,6,5,No,No,Vegetarian,6,21/04/1972,Taurus,Yes,5,Compatibility;Humor;Compatibility,Disloyalty,Casual,122787
Nicholas,56,M,Aprilchester,PhD,Press sub,remain,Atheist,29-40,F,10,5,6,10,10,No,Yes,Vegan,10,10/06/1974,Gemini,No,0,Honesty;Intelligence;Compatibility,Disloyalty,Casual,157948
Tiffany,57,F,Lake Robert,PhD,Early years teacher,gas;life,Other,21-40,F,3,4,6,7,4,Yes,Yes,Other,1,28/02/1976,Pisces,Yes,2,Honesty;Kindness,Smoking,Marriage,85016
William,60,F,Marymouth,Bachelors,"Designer, industrial/product",move;run;him,Christian,21-34,M,9,1,3,7,10,Yes,Yes,Vegetarian,6,20/11/1985,Scorpio,Yes,0,Compatibility;Honesty;Kindness,Smoking,Casual,170546
Melissa,25,F,South Tiffany,High School,Regulatory affairs officer,money;design,Jewish,29-36,F,7,2,6,3,2,Yes,No,Non-Vegetarian,5,12/02/1984,Aquarius,Yes,0,Intelligence;Honesty;Intelligence,Disloyalty;Disloyalty,Marriage,51959
Richard,35,M,West Tammyhaven,PhD,Academic librarian,down;memory;open,Buddhist,24-45,M,5,5,8,5,8,No,Yes,Non-Vegetarian,5,15/08/1970,Leo,No,0,Honesty;Honesty;Kindness,Smoking,Marriage,166602
Jeffery,31,F,Karenside,Bachelors,Health and safety inspector,any;focus;be,Christian,26-41,F,2,6,3,7,10,Yes,No,Vegetarian,2,18/08/1990,Leo,Yes,0,Compatibility,Disloyalty,Casual,149101
Gary,59,M,New Davidstad,PhD,"Production designer, theatre/television/film",call;for;suffer,Christian,29-47,F,5,8,9,10,7,No,Yes,Non-Vegetarian,2,16/01/1993,Capricorn,Yes,3,Support,Negativity;Disloyalty,Casual,33748
Diana,40,M,Douglasmouth,Masters,Marketing executive,power;century;marriage,Hindu,23-40,F,9,7,6,10,7,No,Yes,Vegan,4,26/06/1999,Cancer,Yes,5,Compatibility;Humor;Humor,Smoking;Negativity,Casual,43545
Kimberly,43,F,North Michael,PhD,"Scientist, research (maths)",certainly;space,Christian,26-46,M,2,2,1,9,1,No,No,Non-Vegetarian,7,19/12/1995,Sagittarius,No,0,Support,Negativity;Disloyalty,Casual,157659
Carol,39,M,Bobbyhaven,Masters,Clinical research associate,poor;follow,Muslim,20-47,M,5,4,2,1,3,No,Yes,Non-Vegetarian,2,24/07/2005,Leo,No,0,Support,Smoking;Negativity,Marriage,195838
Gordon,46,M,Andrewbury,Masters,Museum education officer,task,Christian,23-31,M,8,5,1,1,6,Yes,No,Other,9,17/03/1968,Pisces,No,0,Compatibility,Smoking,Long-term,103530
Sabrina,21,F,Kennethburgh,Masters,IT sales professional,wall,Jewish,23-42,F,6,1,2,3,7,No,No,Vegan,10,15/10/1997,Libra,No,0,Support;Compatibility;Intelligence,Disloyalty;Disloyalty,Long-term,123557
Debra,44,F,Scottville,High School,"Engineer, aeronautical",since,Atheist,27-49,M,6,10,8,6,4,No,No,Other,7,16/02/1975,Aquarius,Yes,1,Kindness;Kindness,Negativity;Disloyalty,Casual,91087
Brandon,40,F,Simmonsview,PhD,Early years teacher,sometimes;maintain,Other,29-34,M,1,3,9,2,7,Yes,Yes,Vegan,2,22/05/2001,Gemini,No,0,Humor,Disloyalty;Negativity,Casual,98840
Sarah,34,M,Laurenberg,Masters,Hydrographic surveyor,choice,Hindu,22-41,M,2,1,2,6,1,Yes,Yes,Vegetarian,6,23/02/1967,Pisces,No,0,Kindness;Intelligence,Smoking;Smoking,Long-term,148451
Andre,57,M,Port Traci,PhD,"Psychologist, sport and exercise",assume,Muslim,21-36,F,2,1,10,3,2,No,No,Other,4,13/02/1965,Aquarius,No,0,Intelligence;Kindness,Negativity;Smoking,Long-term,81005
Seth,23,M,Stevenside,Masters,"Conservation officer, historic buildings",example;check,Buddhist,27-32,F,2,7,1,3,9,Yes,No,Non-Vegetarian,9,31/03/2002,Aries,Yes,2,Compatibility,Smoking,Marriage,69353
Susan,53,F,Amandaburgh,PhD,"Pharmacist, hospital",hair;hold,Atheist,24-31,M,4,10,5,7,3,No,Yes,Non-Vegetarian,5,03/12/1987,Sagittarius,No,0,Honesty,Disloyalty;Smoking,Marriage,82733
Crystal,20,F,Bushhaven,Bachelors,Art therapist,explain;fund;crime,Christian,26-42,F,9,4,8,2,2,No,No,Other,7,31/05/1973,Gemini,Yes,0,Humor;Intelligence;Humor,Disloyalty;Negativity,Long-term,95318
Ashley,32,F,South Brandon,Masters,Colour technologist,fund;around;better,Jewish,25-33,F,9,5,1,5,7,Yes,Yes,Non-Vegetarian,8,09/05/1963,Taurus,No,0,Intelligence;Intelligence;Compatibility,Smoking,Long-term,184736
John,35,F,Ramirezburgh,PhD,Volunteer coordinator,save;after,Christian,26-36,M,6,10,3,9,9,Yes,Yes,Other,10,29/01/1963,Aquarius,Yes,5,Compatibility;Compatibility;Support,Disloyalty,Marriage,97172
Brian,26,F,Danielberg,High School,Futures trader,every;station;term,Jewish,22-48,F,10,10,1,7,4,Yes,Yes,Other,4,06/07/1971,Cancer,No,0,Honesty;Humor,Disloyalty;Negativity,Casual,123264
Meghan,48,F,Lopeztown,Masters,Adult nurse,pick;case;open,Jewish,21-42,F,3,7,1,8,5,No,No,Other,1,04/11/1998,Scorpio,No,0,Humor;Support;Intelligence,Negativity,Long-term,56736
Raymond,37,M,Port Robert,Bachelors,"Conservation officer, historic buildings",community;during;weight,Jewish,23-38,M,4,5,7,5,8,No,Yes,Non-Vegetarian,5,19/11/1963,Scorpio,Yes,0,Humor,Smoking;Disloyalty,Marriage,142859
Jenna,54,F,East Christinafort,High School,Dietitian,military;oil,Muslim,24-47,F,2,8,3,8,7,Yes,No,Other,5,14/07/1983,Cancer,No,0,Kindness,Disloyalty,Long-term,142181
Samuel,40,F,Phillipshaven,Bachelors,Electrical engineer,boy;where;must,Hindu,28-46,M,3,2,1,3,7,No,Yes,Vegetarian,2,02/01/1991,Capricorn,No,0,Kindness,Disloyalty;Disloyalty,Casual,161926
Abigail,33,F,Yangchester,Bachelors,Advertising art director,partner;start;house,Christian,23-47,M,8,4,5,5,7,No,Yes,Non-Vegetarian,5,28/01/1977,Aquarius,Yes,0,Intelligence;Intelligence;Kindness,Negativity,Marriage,120084
Tracy,22,F,New Patriciaton,Bachelors,Energy engineer,toward,Jewish,22-42,F,8,1,3,8,9,No,Yes,Other,3,05/08/1966,Leo,No,0,Kindness;Compatibility;Kindness,Disloyalty;Negativity,Casual,199695
Nicole,43,M,Port Thomasfort,High School,Broadcast journalist,find;surface;moment,Muslim,22-37,M,3,5,3,7,1,No,No,Non-Vegetarian,10,04/10/1992,Libra,No,0,Honesty,Smoking,Long-term,37392
Jimmy,55,F,North Coryshire,High School,"Copywriter, advertising",would,Jewish,27-36,M,9,2,3,9,5,No,Yes,Vegan,2,05/12/1991,Sagittarius,Yes,3,Kindness,Smoking,Long-term,85680
Christine,53,M,Jonberg,Masters,"Engineer, electrical",between;us;year,Hindu,27-50,M,4,3,2,3,10,Yes,Yes,Vegan,10,06/07/1977,Cancer,Yes,4,Humor,Disloyalty;Smoking,Marriage,80859
Reginald,37,F,South Angela,PhD,Advice worker,fly,Muslim,30-47,F,8,1,10,4,10,Yes,No,Non-Vegetarian,3,16/08/1986,Leo,No,0,Honesty;Support;Support,Disloyalty,Marriage,155657
Thomas,21,M,Williamside,Masters,"Engineer, manufacturing",notice;attention;by,Jewish,23-41,M,1,10,10,2,3,Yes,No,Non-Vegetarian,2,08/07/1974,Cancer,No,0,Intelligence;Support,Disloyalty;Negativity,Casual,187381
Kyle,35,F,North Michele,PhD,Building control surveyor,unit;huge,Atheist,29-35,M,1,10,5,8,1,No,No,Vegetarian,8,29/11/1960,Sagittarius,No,0,Humor;Intelligence;Humor,Smoking,Marriage,100467
Julia,32,M,Steventon,High School,Sub,future;least;physical,Hindu,23-36,M,10,10,2,6,7,Yes,Yes,Other,2,11/10/1973,Libra,Yes,2,Honesty;Kindness;Compatibility,Disloyalty;Negativity,Long-term,128506
Gregory,29,F,Port Andrewmouth,PhD,"Civil engineer, contracting",owner;role;ten,Other,25-32,M,9,4,6,1,7,No,No,Other,8,16/01/1994,Capricorn,Yes,0,Honesty;Intelligence,Disloyalty;Disloyalty,Casual,139751
Anna,57,M,Port Alexandraville,Bachelors,Call centre manager,perform,Atheist,27-31,M,4,9,7,10,9,Yes,Yes,Other,10,04/01/1961,Capricorn,No,0,Support;Humor,Disloyalty,Casual,148906
Keith,50,M,North Nancyview,Masters,Psychiatric nurse,weight,Muslim,22-35,F,4,8,10,7,2,No,Yes,Other,9,13/07/1980,Cancer,Yes,1,Humor;Humor,Smoking,Long-term,173760
Anthony,58,M,Amberville,PhD,Telecommunications researcher,glass;various;difference,Buddhist,23-42,M,10,7,2,2,5,Yes,No,Non-Vegetarian,3,30/07/1998,Leo,No,0,Support;Intelligence,Smoking,Long-term,55342
Katelyn,21,F,Royville,PhD,"Engineer, control and instrumentation",structure;account,Jewish,30-46,F,2,4,7,5,1,Yes,No,Other,2,08/09/1973,Virgo,No,0,Honesty;Compatibility;Compatibility,Negativity,Long-term,198229
Maria,18,M,Ernestville,Bachelors,"Chemist, analytical",stop;major,Other,21-33,F,3,5,9,8,3,Yes,No,Vegan,9,23/12/1983,Capricorn,Yes,2,Compatibility;Honesty,Smoking,Casual,136308
Spencer,19,F,South Alexisberg,PhD,Consulting civil engineer,sea;collection;school,Jewish,22-49,F,2,5,8,10,7,Yes,No,Vegan,3,12/03/2001,Pisces,No,0,Kindness,Disloyalty,Marriage,136081
Jessica,23,M,Gregorytown,Masters,Therapeutic radiographer,begin,Buddhist,30-44,F,10,5,6,6,4,No,No,Other,3,23/07/1982,Leo,No,0,Kindness,Disloyalty;Negativity,Casual,119045
Kelsey,49,F,Lauraside,Bachelors,Cytogeneticist,Democrat;month;number,Hindu,27-34,M,6,3,8,8,3,No,No,Other,10,10/06/1963,Gemini,Yes,1,Compatibility;Intelligence,Smoking;Negativity,Marriage,64698
Pamela,40,M,Laurieton,Bachelors,Special educational needs teacher,wall,Christian,29-38,F,2,3,10,9,1,No,Yes,Vegan,2,01/08/1963,Leo,No,0,Honesty;Honesty;Kindness,Smoking,Marriage,140078
Jeffrey,44,M,Port Gary,PhD,Metallurgist,place;provide;night,Other,21-40,F,7,8,10,4,7,Yes,Yes,Vegan,6,26/04/1994,Taurus,Yes,0,Intelligence,Disloyalty,Marriage,110623
William,57,M,Lake Jeffrey,PhD,Horticultural therapist,teacher;fact;relationship,Jewish,22-50,M,7,7,1,3,10,No,Yes,Other,8,04/10/1995,Libra,No,0,Compatibility;Intelligence,Negativity,Long-term,52671
Jennifer,27,M,Bankstown,Masters,"Geneticist, molecular",speech;employee,Hindu,25-38,M,2,5,2,2,9,Yes,No,Vegetarian,1,04/10/1966,Libra,No,0,Support;Support,Negativity;Disloyalty,Casual,186256
Stephanie,54,M,East Bradley,Masters,Logistics and distribution manager,country;ask,Buddhist,21-31,F,3,3,5,8,4,No,Yes,Other,3,17/02/1985,Aquarius,No,0,Intelligence;Humor,Disloyalty;Negativity,Casual,123384
Marcus,49,M,Johnsonburgh,PhD,Clinical research associate,same,Jewish,24-36,M,9,7,2,4,8,Yes,No,Non-Vegetarian,7,14/03/1960,Pisces,Yes,1,Humor;Humor,Negativity,Long-term,116202
Katrina,22,F,Crystalhaven,High School,Animal nutritionist,possible;floor,Buddhist,30-40,F,5,10,7,10,5,No,No,Vegan,2,29/08/1964,Virgo,Yes,0,Kindness,Disloyalty;Smoking,Casual,81663
Bradley,60,F,West Susanburgh,Masters,"Geneticist, molecular",teacher;individual;trial,Jewish,27-39,M,10,8,6,6,7,Yes,Yes,Vegan,9,22/09/1989,Virgo,Yes,2,Support;Support,Smoking;Smoking,Long-term,45708
Danielle,54,M,New Louis,PhD,"Engineer, production",child,Hindu,23-48,F,8,8,8,6,10,No,No,Vegan,9,06/12/1962,Sagittarius,No,0,Kindness;Kindness,Smoking,Casual,121906
Leonard,28,F,Port Christopherton,Masters,"Scientist, research (physical sciences)",blue,Hindu,27-32,F,6,7,8,4,8,Yes,No,Vegetarian,8,27/01/1974,Aquarius,Yes,2,Humor;Kindness,Smoking,Long-term,79811
Timothy,19,F,North Aaron,Bachelors,"Surveyor, quantity",personal;require;film,Atheist,28-48,F,7,6,7,8,9,No,Yes,Non-Vegetarian,2,01/09/1983,Virgo,No,0,Compatibility,Negativity,Casual,163883
Stephen,59,M,Bowmanfort,PhD,Regulatory affairs officer,dark,Other,30-49,M,1,7,1,1,1,Yes,No,Non-Vegetarian,3,06/01/2000,Capricorn,Yes,2,Humor;Support;Intelligence,Smoking;Negativity,Marriage,86250
Brandon,36,M,West Adam,High School,Animator,region;foreign;sign,Christian,21-44,F,10,7,2,8,3,Yes,Yes,Non-Vegetarian,2,14/01/1964,Capricorn,No,0,Kindness,Negativity;Disloyalty,Marriage,142547
Tracy,59,F,South Jason,Masters,Banker,TV;only,Jewish,20-43,F,5,7,6,2,8,No,No,Non-Vegetarian,5,13/10/1980,Libra,No,0,Kindness;Compatibility;Honesty,Negativity,Casual,154249
Gabriel,29,M,South Brian,Bachelors,Academic librarian,nearly;actually;write,Muslim,23-49,F,5,1,9,9,4,Yes,No,Non-Vegetarian,9,10/10/1982,Libra,Yes,2,Compatibility;Compatibility,Negativity;Negativity,Casual,64754
William,59,M,Port Ericside,PhD,Psychiatric nurse,space,Hindu,29-47,F,5,3,4,2,8,Yes,Yes,Vegan,2,06/07/1969,Cancer,No,0,Kindness,Negativity,Casual,172483
Donna,47,M,New Jamesport,Masters,Hotel manager,special;edge,Other,27-42,M,2,4,7,10,7,Yes,No,Vegetarian,3,09/07/1979,Cancer,Yes,0,Honesty;Compatibility,Disloyalty,Marriage,163983
Ryan,22,M,Lake Sean,Bachelors,Nutritional therapist,service;pretty;treat,Buddhist,22-33,M,9,1,9,9,2,Yes,No,Vegan,1,02/05/1978,Taurus,No,0,Kindness;Compatibility,Negativity,Casual,169752
Matthew,59,F,Wardmouth,Masters,"Teacher, secondary school",human;stop;education,Hindu,26-32,F,3,8,6,9,2,Yes,Yes,Vegetarian,4,30/05/1975,Gemini,No,0,Intelligence;Honesty;Humor,Negativity;Smoking,Casual,114896
Courtney,30,F,Stevenchester,PhD,Psychiatric nurse,way;reduce;quality,Other,27-40,M,7,7,6,1,8,Yes,No,Vegan,6,28/05/1973,Gemini,No,0,Kindness,Smoking;Smoking,Casual,101295
Paula,24,M,Brownland,PhD,Firefighter,stage;drive,Atheist,22-41,M,7,6,8,2,1,Yes,No,Vegan,3,10/10/2004,Libra,No,0,Kindness,Negativity;Smoking,Marriage,130689
Michelle,52,F,East Arthur,PhD,Publishing rights manager,name,Other,24-36,M,6,4,9,9,3,No,Yes,Vegan,1,02/12/1980,Sagittarius,Yes,0,Support,Negativity,Marriage,41111
Chelsea,45,F,Allisonmouth,Bachelors,Retail manager,sometimes,Other,29-38,M,10,8,4,7,3,No,No,Other,7,27/11/1976,Sagittarius,Yes,3,Intelligence;Honesty,Negativity,Marriage,67504
Gina,27,F,Lake Rodney,Masters,Materials engineer,alone,Jewish,26-49,M,9,6,9,4,2,No,No,Vegetarian,2,17/05/1976,Taurus,Yes,4,Compatibility;Kindness;Honesty,Negativity,Long-term,162874
Tony,33,F,Maryborough,High School,"Clinical scientist, histocompatibility and immunogenetics",start;size;trouble,Atheist,25-43,F,5,3,2,7,10,Yes,Yes,Vegetarian,7,26/11/1999,Sagittarius,Yes,4,Support,Smoking,Casual,38155
Jasmine,26,F,Fullermouth,High School,"Chemist, analytical",newspaper;least,Other,29-45,M,5,5,8,3,2,Yes,No,Other,8,11/08/1981,Leo,Yes,2,Support;Humor,Negativity,Casual,69384
James,25,M,Caldwellview,High School,Occupational therapist,guy,Jewish,23-38,M,7,6,8,6,6,Yes,Yes,Vegan,9,17/02/1960,Aquarius,Yes,3,Compatibility;Intelligence,Disloyalty,Marriage,142561
Mark,32,M,Ericmouth,Bachelors,Field trials officer,international;then,Jewish,21-43,M,6,8,7,8,9,No,Yes,Vegan,1,28/08/1970,Virgo,Yes,5,Humor;Intelligence;Honesty,Negativity,Casual,77254
Emma,32,F,West Scottfurt,PhD,"Designer, jewellery",policy,Atheist,28-33,M,4,3,8,4,6,No,Yes,Non-Vegetarian,4,08/05/2002,Taurus,No,0,Humor;Support;Honesty,Disloyalty,Casual,51918
Alan,33,F,Port Laurenview,High School,Medical sales representative,option;memory;here,Other,30-38,F,3,9,1,3,9,No,No,Vegetarian,10,08/09/1967,Virgo,No,0,Honesty;Kindness;Support,Negativity,Casual,115981
Cassandra,51,M,Port Zacharyborough,High School,"Engineer, drilling",many;response;sort,Muslim,20-31,F,5,1,7,2,2,No,No,Non-Vegetarian,6,31/05/1990,Gemini,No,0,Kindness,Negativity,Marriage,60306
Stacy,34,M,South Vanessa,High School,Fisheries officer,might;boy,Buddhist,27-42,F,5,6,6,2,5,No,Yes,Other,5,17/10/1997,Libra,No,0,Intelligence;Support;Humor,Smoking;Smoking,Marriage,177718
Daniel,28,F,New Tamara,PhD,Production manager,behind,Christian,25-44,F,9,1,7,6,10,Yes,No,Vegetarian,1,20/12/1972,Sagittarius,No,0,Intelligence,Disloyalty;Disloyalty,Long-term,76843
Melissa,54,M,South Christopher,PhD,"Engineer, manufacturing systems",shake,Buddhist,26-49,M,5,9,7,5,8,Yes,No,Non-Vegetarian,9,25/12/2001,Capricorn,No,0,Kindness;Compatibility,Negativity,Long-term,150975
Jerry,29,M,New Cody,Bachelors,"Engineer, water",itself;crime,Christian,22-43,M,1,7,5,10,7,No,Yes,Other,9,24/12/1970,Capricorn,No,0,Support,Disloyalty,Casual,126601
